Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Sat, 07 Nov 2020 14:08:32 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1989-0126-PHL,1989,0126,Natural,Meteorological,Storm,Tropical cyclone,,Elsie (Tasing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Bataan, Benguet, Ifugao, Isabela, Kalinga-Apayao, La Union, Nueva Vizcaya, Pangasinan, Cagayan, Ilocios Sur, Neava Ecija, Quirino provinces, National capital region",,,,,,,,205,Kph,,,,,1989,10,14,1989,10,14,30,279,458400,,458679,,,35400,48.48936537103
1989-0127-PHL,1989,0127,Natural,Meteorological,Storm,Tropical cyclone,,Angela (Rubing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagayan, Ilocos Norte, Kalinga-Apayao, Nueva Viscayas provinces",,,,,,,,,Kph,,,,,1989,10,2,1989,10,2,147,191,205000,84000,289191,,,8000,48.48936537103
1989-0129-PHL,1989,0129,Natural,Meteorological,Storm,Tropical cyclone,,Sarah (Openg),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Benguet, Ilocos Norte, Ilocos Sur, Kalinga Apayao, La Union, Zambales",,,,,,,,150,Kph,,,,,1989,9,7,1989,9,7,22,21,140000,,140021,,,4300,48.48936537103
1989-0132-PHL,1989,0132,Natural,Meteorological,Storm,Tropical cyclone,,Hunt (Unsing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Battan, Bulacan, Pampanga, North Metro Manila, Calauag Popillio Isl., northern Samar, Neava Ecija, Quezon, Rizal, Tarlac provinces",,,,,,,,160,Kph,,,,,1989,11,22,1989,11,22,11,1,12837,212,13050,,,325,48.48936537103
1989-0187-PHL,1989,0187,Natural,Meteorological,Storm,Tropical cyclone,,Breda (Bining),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1989,5,15,1989,5,15,13,3,12282,652,12937,,,2860,48.48936537103
1989-0191-PHL,1989,0191,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao Del Sur,,,,,,,,,,,,,,1989,8,3,1989,8,3,16,29,,,29,,,,48.48936537103
1989-0194-PHL,1989,0194,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato,,,,,,,,,,,,,,1989,11,2,1989,11,2,26,23,,,23,,,,48.48936537103
1989-0525-PHL,1989,0525,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Near Bisling,,,,,,,,,,,,,,1989,8,1,1989,8,1,20,,,,,,,,48.48936537103
1989-0329-PHL,1989,0329,Technological,Technological,Transport accident,Water,,"Boat ""Jem Li""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Romblon Isl.,,,,,,,,,,,,,,1989,1,3,1989,1,3,40,,,,,,,,48.48936537103
1989-0498-PHL,1989,0498,Technological,Technological,Transport accident,Water,,"Boat ""Jalmaida""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Jolo Isl.,,,,,,,,,,,,,,1989,11,30,1989,11,30,100,,,,,,,,48.48936537103
1989-0353-PHL,1989,0353,Technological,Technological,Industrial accident,Collapse,,Mine,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao Isl.,,,,,,,,,m3,,,,,1989,6,,1989,6,,13,,,,,,,,48.48936537103
1989-0196-PHL,1989,0196,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao city,,,,,,,,,,,,,,1989,1,2,1989,1,2,,,,750,750,,,115,48.48936537103
1989-0203-PHL,1989,0203,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Zamboanga city,,,,,,,,,,,,,,1989,5,4,1989,5,4,1,1,104,,105,,,190,48.48936537103
1989-0208-PHL,1989,0208,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Danao city,,,,,,,,,,,,,,1989,12,19,1989,12,19,,,350,,350,,,190,48.48936537103
1989-0094-PHL,1989,0094,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Sorgoson, Camatines Sur, Samar",,,,Yes,,,,,Km2,,,,,1989,2,9,1989,2,9,44,11,260000,,260011,,,6000,48.48936537103
1990-0040-PHL,1990,0040,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cabanatuan, Baguio, Dagupon (Luzon Isl.)",,"Slide (land, mud, snow, rock)",,Yes,Yes,No,,8,Richter,15.658 N,121.227 E,,,1990,7,16,1990,7,16,2412,3513,1594040,,1597553,,55400,369600,51.1067950003987
1990-0616-PHL,1990,0616,Natural,Hydrological,Flood,Coastal flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Capital region Manila and Northern Luzon.,Tropical cyclone,"Slide (land, mud, snow, rock)",,Yes,No,No,,,Km2,,,,,1990,8,25,1990,9,1,28,,50000,,50000,,,,51.1067950003987
1990-0009-PHL,1990,0009,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Bohol, Cebu, Cagayan De Oro, Camiguin, Cotabato, Mindanao",,Tsunami/Tidal wave,,,,,,7,Richter,9.725,124.625,,,1990,2,8,1990,2,8,1,4,34500,,34504,,,900,51.1067950003987
1990-0028-PHL,1990,0028,Natural,Geophysical,Earthquake,Ground movement,,,Declar,Philippines (the),PHL,South-Eastern Asia,Asia,Cualasi area (Near Panay Isl.),,,,,,,,7,Richter,11.76,121.899,16:40,,1990,6,14,1990,6,14,4,15,,,15,,,,51.1067950003987
1990-0027-PHL,1990,0027,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Manukan, Bacungan, Zamboanga city (Zamboanga Del Norte province)",Brief torrential rains,,,,No,No,,3620,Km2,,,,,1990,6,17,1990,6,19,98,,236,,236,,,43,51.1067950003987
1990-0025-PHL,1990,0025,Natural,Meteorological,Storm,Tropical cyclone,,Ofelia (Biring) & Percy,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North and Eastern Luzon,,,,,,,,150,Kph,,,,,1990,6,22,1990,6,22,64,14,160000,,160014,,,,51.1067950003987
1990-0122-PHL,1990,0122,Natural,Meteorological,Storm,Tropical cyclone,,Mike (Ruping),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, Masbate provinces, Palwan, Iloilo, Negros occidental, Cebu",,,,Yes,No,Yes,,240,Kph,,,,,1990,11,12,1990,11,16,503,1274,5048275,1110020,6159569,,,388500,51.1067950003987
1990-0400-PHL,1990,0400,Natural,Meteorological,Storm,Tropical cyclone,,Becky,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1990,8,28,1990,8,28,85,,,,,,,,51.1067950003987
1990-0401-PHL,1990,0401,Natural,Meteorological,Storm,Tropical cyclone,,Abe,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,North,,,,,,,,,Kph,,,,,1990,8,30,1990,8,30,85,,,,,,,,51.1067950003987
1990-0687-PHL,1990,0687,Natural,Meteorological,Storm,Tropical cyclone,,Dot,Regional,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1990,9,8,1990,9,8,,,,,,,,,51.1067950003987
1990-0476-PHL,1990,0476,Technological,Technological,Transport accident,Air,,Beech 1900c,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,,,,,,1990,5,18,1990,5,18,25,,,,,,,,51.1067950003987
1990-0283-PHL,1990,0283,Technological,Technological,Transport accident,Water,,Ferry,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1990,11,,1990,11,,96,,,,,,,,51.1067950003987
1990-0241-PHL,1990,0241,Technological,Technological,Miscellaneous accident,Other,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1990,12,31,1990,12,31,21,1500,,,1500,,,,51.1067950003987
1990-0063-PHL,1990,0063,Technological,Technological,Miscellaneous accident,Fire,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Guimaras Sub province,,,,,,,,,,,,,,1990,2,5,1990,2,5,,,195,,195,,,115,51.1067950003987
1990-0645-PHL,1990,0645,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1990,9,,1990,9,,50,,662500,,662500,,,,51.1067950003987
1991-0132-PHL,1991,0132,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Pinatubo,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Zambales, Pampanga, Olongapo, Tarlac (Luzon Isl.)",,Flood,"Slide (land, mud, snow, rock)",Yes,No,No,,,,15.13 N,120.35 E,,,1991,6,9,1991,6,22,640,195,1035870,,1036065,,,211000,53.2711566167213
1991-0383-PHL,1991,0383,Natural,Meteorological,Storm,Tropical cyclone,,Thelma (Uring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Bago, La Cariota, Bacalod (Negros) and Leyte",,Flood,"Slide (land, mud, snow, rock)",Yes,No,No,,,Kph,,,,,1991,11,5,1991,11,8,5956,3050,598454,45750,647254,,,100000,53.2711566167213
1991-0533-PHL,1991,0533,Natural,Hydrological,Flood,Coastal flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon Isl.,Extra-tropical cyclone,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,,1991,8,20,1991,8,24,50,,,,,,,,53.2711566167213
1991-0079-PHL,1991,0079,Natural,Geophysical,Volcanic activity,Ash fall,,Poon Bato,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Zambales province,,,,,No,No,,,,,,,,1991,4,5,1991,4,5,,,,2000,2000,,,,53.2711566167213
1991-0087-PHL,1991,0087,Natural,Geophysical,Volcanic activity,Ash fall,,Taal,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Balangas province,,,,,No,No,,,,14 N,121 E,,,1991,4,,1991,4,,,,,3800,3800,,,,53.2711566167213
1991-0379-PHL,1991,0379,Natural,Hydrological,Flood,Coastal flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Near Leyte (Samar Isl.),,,,,,,,,Km2,,,,,1991,11,11,1991,11,11,10,,,,,,,,53.2711566167213
1991-0708-PHL,1991,0708,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Tangag (Surigao del Sur),,,,,,,,,Km2,,,,,1991,3,,1991,3,,10,,,823,823,,,1300,53.2711566167213
1991-0174-PHL,1991,0174,Natural,Meteorological,Storm,Tropical cyclone,,Brendan,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Near Tuguegaro (Pinatubo region),,,,,,,,100,Kph,,,,,1991,7,22,1991,7,22,2,,,10000,10000,,,,53.2711566167213
1991-0382-PHL,1991,0382,Natural,Meteorological,Storm,Tropical cyclone,,Ruth (Trining),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon Isl.,,,,Yes,No,Yes,,260,Kph,,,,,1991,10,27,1991,10,27,65,38,300000,16000,316038,,19900,90000,53.2711566167213
1991-0517-PHL,1991,0517,Natural,Meteorological,Storm,Tropical cyclone,,Zeke (Etang),Unknown,Philippines (the),PHL,South-Eastern Asia,Asia,"Catanduanes, Albay, Quezon Provinces (Southern Luzon Isl.)",,,,,,,,,Kph,,,,,1991,7,10,1991,7,10,47,21,505756,,505777,,,85000,53.2711566167213
1991-0521-PHL,1991,0521,Natural,Meteorological,Storm,Tropical cyclone,,Amy,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Tarlac provinces",,,,,,,,,Kph,,,,,1991,7,18,1991,7,18,4,,,2500,2500,,,,53.2711566167213
1991-0525-PHL,1991,0525,Natural,Meteorological,Storm,Tropical cyclone,,Caitlin,Unknown,Philippines (the),PHL,South-Eastern Asia,Asia,"Concepcion, Floridablanca, Manila",,,,,,,,,Kph,,,,,1991,7,26,1991,7,26,9,,90296,,90296,,,,53.2711566167213
1991-0081-PHL,1991,0081,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Pagbileo,,,,,,,,,,,,,,1991,4,8,1991,4,8,12,53,,,53,,,,53.2711566167213
1991-0197-PHL,1991,0197,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1991,7,12,1991,7,12,14,8,,,8,,,,53.2711566167213
1991-0325-PHL,1991,0325,Technological,Technological,Transport accident,Water,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagayan de Oro, Languindingan",,,,,,,,,,,,,,1991,6,4,1991,6,4,11,,,,,,,,53.2711566167213
1991-0052-PHL,1991,0052,Technological,Technological,Industrial accident,Fire,,Factory,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,m3,,,,,1991,3,14,1991,3,14,13,9,,,9,,,,53.2711566167213
1991-0568-PHL,1991,0568,Technological,Technological,Industrial accident,Fire,,Textile factory,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,m3,,,,,1991,2,28,1991,2,28,20,,,,,,,,53.2711566167213
1992-0296-PHL,1992,0296,Natural,Meteorological,Storm,Tropical cyclone,,Gary,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Regions III and NCR,,Flood,"Slide (land, mud, snow, rock)",,No,No,,,Kph,,,,,1992,7,20,1992,7,20,42,77,134417,,134494,,,,54.8846424128027
1992-0057-PHL,1992,0057,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Abra, Benguet, Mt. Province, Ilocos Norte, Ilocos Sur, Bataan, Bulacan, Pampanga, Zambales, Pangasinan, Tarlac, Cavite, La Union, National Capital region","Volcanic activity, tropical rainstorms and ash from the eruptions","Slide (land, mud, snow, rock)",,Yes,No,No,7520,,Km2,,,,,1992,7,,1992,8,,60,13,942764,,942777,,,74200,54.8846424128027
1992-0295-PHL,1992,0295,Natural,Meteorological,Storm,Tropical cyclone,,Eli (Konsing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Aurora, Zambales, Nueva Ecija, Nueva Vizcaya, Pangasinan, La Union, Benguet, Ifugao, Isabela, Tarlac provinces",,Transport accident,,,No,No,,109,Kph,,,,,1992,7,11,1992,7,12,22,,5135,,5135,,,,54.8846424128027
1992-0030-PHL,1992,0030,Natural,Geophysical,Volcanic activity,Ash fall,,Taal,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Lake Taal (55 km South Manilla),,,,,No,No,,,,14 N,121 E,,,1992,2,14,1992,2,14,,,1578,,1578,,,,54.8846424128027
1992-0492-PHL,1992,0492,Natural,Meteorological,Storm,Tropical cyclone,,Omar (Lusing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon Isl.,,,,,,,,205,Kph,,,,,1992,8,31,1992,8,31,11,1,171603,1965,173569,,,,54.8846424128027
1992-0491-PHL,1992,0491,Natural,Meteorological,Storm,,,Gloring,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Regions III, IV and NCR",,,,,,,,,Kph,,,,,1992,8,16,1992,8,16,26,,725956,7140,733096,,,,54.8846424128027
1992-0493-PHL,1992,0493,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region XI,,,,,,,,,Km2,,,,,1992,12,,1992,12,,19,,58093,162,58255,,,,54.8846424128027
1992-0505-PHL,1992,0505,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,Yes,,,,,Km2,,,,,1992,10,,1992,10,,,,52800,,52800,,,,54.8846424128027
1993-0008-PHL,1993,0008,Natural,Geophysical,Volcanic activity,Ash fall,,Mayon,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Ligao, Camalig, Guinobatan, Daraga, Legaspi (Albay province)",,,,Yes,No,No,587,,,13.3 N,123.7 E,,,1993,2,6,1993,3,19,79,9,108000,57000,165009,,,488,56.5046456390697
1993-0113-PHL,1993,0113,Natural,Hydrological,Flood,Riverine flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan, Surigao, Davao del Norte provinces (Mindanao Island)",Monsoonal rain,,,,No,No,,23140,Km2,,,,Agusan River,1993,2,1,1993,2,5,23,,90000,,90000,,,37000,56.5046456390697
1993-0221-PHL,1993,0221,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Abuyog town (Leyte province),Heavy rain,,,,No,No,,360,Km2,,,,,1993,11,29,1993,12,1,25,4,,,4,,,,56.5046456390697
1993-0295-PHL,1993,0295,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Kimatu,,,,,,,,,,,,,,1993,9,7,1993,9,7,21,,,,,,,,56.5046456390697
1993-0055-PHL,1993,0055,Natural,Meteorological,Storm,Tropical cyclone,,Koryn (Goring),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Cordillera autonomous region (including Bagio city), Regions I-IV (including Metro Manilla)",,,,,,,,180,Kph,,,,,1993,6,26,1993,6,26,2,,29413,14322,43735,,,442,56.5046456390697
1993-0077-PHL,1993,0077,Natural,Meteorological,Storm,Tropical cyclone,,Flo (Kadiang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Nueva Viscaya, Tarlac, Cagayan, Cavite, Bataan, Bulacan, Pangasinan, Nueva Ecija, Metro Manilla provinces",,,,Yes,,,1744,105,Kph,,,,,1993,10,4,1993,10,4,124,35,1941531,,1941566,,,188000,56.5046456390697
1993-0087-PHL,1993,0087,Natural,Meteorological,Storm,Tropical cyclone,,Lola (Monang) and Manny (Naning),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Catanduanes, Camarines Sur, Camarines Norte, Albay, Marinduque, Mindoro Oriental, Quezon, Laguna, Batangas, Rizal provinces (Bicol peninsula, Luzon) Visayas, Masbate, Sorgoson, Occidental Mindoro, Romblon",,,,Yes,No,No,615,210,Kph,,,,,1993,12,6,1993,12,6,311,524,994478,164800,1159802,,,50000,56.5046456390697
1993-0088-PHL,1993,0088,Natural,Meteorological,Storm,Tropical cyclone,,Kyle,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,No,No,,,Kph,,,,,1993,11,20,1993,11,23,1,,,,,,,2000,56.5046456390697
1993-0228-PHL,1993,0228,Natural,Meteorological,Storm,Tropical cyclone,,Nell (Puring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Capiz, iloilo, Negros Oriental, Bohol, Cebu, Agusan del Norte, Cagayan de Oro, Caniguin, Southern Leyte, Surigao del Norte, Davao del Norte, Misamis Oriental",,,,,,,142,120,Kph,,,,,1993,12,26,1993,12,26,52,7,366217,,366224,,,17000,56.5046456390697
1993-0294-PHL,1993,0294,Technological,Technological,Transport accident,Air,,Antonov,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Camarines Sur,,,,,,,,,,,,,,1993,12,15,1993,12,15,27,,,,,,,,56.5046456390697
1993-0293-PHL,1993,0293,Technological,Technological,Transport accident,Water,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Bocaue (Bulacan province),,,,,,,,,,,,,,1993,7,2,1993,7,2,315,,,,,,,,56.5046456390697
1993-0292-PHL,1993,0292,Technological,Technological,Miscellaneous accident,Collapse,,Building,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,,,,,,1993,11,30,1993,11,30,30,,,,,,,,56.5046456390697
1993-0054-PHL,1993,0054,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Metro Manilla, Region I, Region III",,,,,,,,,Km2,,,,,1993,8,26,1993,8,26,5,,258080,,258080,,,2600,56.5046456390697
1993-0298-PHL,1993,0298,Natural,Meteorological,Storm,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Leyte,,,,,,,,,Kph,,,,,1993,2,,1993,2,,28,,,70000,70000,,,40000,56.5046456390697
1994-0021-PHL,1994,0021,Natural,Hydrological,Landslide,Landslide,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Del Norte Province,,,,,,,,,,,,,,1994,2,5,1994,2,5,4,3,5100,,5103,,,,57.9779742380726
1994-0034-PHL,1994,0034,Natural,Meteorological,Storm,Tropical cyclone,,Owen (Bising),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Negros Occidental, Cebu, Surigao del Sur, Palawan, Calaian",,,,,,,,110,Kph,,,,,1994,4,9,1994,4,9,15,33,46500,59213,105746,,,,57.9779742380726
1994-0010-PHL,1994,0010,Natural,Meteorological,Storm,,,Akang,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Albay, Sorsogon, Palawan, Marinduque Provinces",,,,,,,819,55,Kph,,,,,1994,1,6,1994,1,6,62,26,59710,13822,73558,,,2400,57.9779742380726
1994-0594-PHL,1994,0594,Natural,Meteorological,Storm,Tropical cyclone,,Axel (Garding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Leyte, Cebu Isl., Surigao, Luzon, Iloilo, Bacolod",,Flood,Broken Dam/Burst bank,,No,No,,,Kph,,,,,1994,12,19,1994,12,23,49,86,867837,,867923,,,26813,57.9779742380726
1994-0072-PHL,1994,0072,Natural,Meteorological,Storm,Tropical cyclone,,Tim (Iliang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"La Union, Pangasinan, Ilocos Sur, Ilocos Norte provinces, Laoag city (Luzon)",,Flood,,,No,No,,,Kph,,,,,1994,7,10,1994,7,16,17,21,166564,,166585,,,1000,57.9779742380726
1994-0519-PHL,1994,0519,Natural,Meteorological,Storm,Tropical cyclone,,Teresa (Katring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Arora, Quezon, Laguna, Batangas, Rizal, Cavite, Bulacan, Bataan, Oriental Mindoro, Occidental Mindoro provinces (Luzon)",,Flood,,,No,Yes,,150,Kph,,,,,1994,10,18,1994,10,22,32,15,,258736,258751,,,67400,57.9779742380726
1994-0518-PHL,1994,0518,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindoro, Luzon",,,,Yes,No,No,,7,Richter,13.352 N,121.087 E,03:15,,1994,11,15,1994,11,15,81,171,266710,3985,270866,,,3700,57.9779742380726
1994-0768-PHL,1994,0768,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Oro area (Mindanao),,,,,No,No,,6,Richter,7.972 N,123.189 E,,,1994,5,13,1994,5,13,,3,215,,218,,,,57.9779742380726
1994-0128-PHL,1994,0128,Natural,Hydrological,Flood,Coastal flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao,,,,,,,,,Km2,,,,,1994,5,24,1994,5,24,1,,2708,54,2762,,,37,57.9779742380726
1994-0778-PHL,1994,0778,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Panay, Negros Isl.",Monsoonal rain,,,,No,No,,25390,Km2,,,,,1994,7,22,1994,8,2,2,,18000,,18000,,,1600,57.9779742380726
1994-0782-PHL,1994,0782,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Extesive agricultural and infrastructure damage,Heavy rain,,,,No,No,,36860,Km2,,,,,1994,3,18,1994,3,31,9,,16821,,16821,,,855,57.9779742380726
1994-0211-PHL,1994,0211,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mont Pinatubo area (Luzon),Monsoonal rain,,,,No,No,498,,,,,,,1994,9,19,1994,9,24,23,1,45762,22977,68740,,,24000,57.9779742380726
1994-0071-PHL,1994,0071,Natural,Meteorological,Storm,Tropical cyclone,,Yunya (Norming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Bulacan, Bataan, Zambales, Tarlac, Ilocos Sur, Olongapo, Angeles",,,,,,,,,Kph,,,,,1994,7,19,1994,7,19,11,7,420721,,420728,,,37600,57.9779742380726
1994-0073-PHL,1994,0073,Natural,Meteorological,Storm,Tropical cyclone,,Sharon (Gading),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Metro Manila, Aurora, Nueva Ecija, Pampanga, Tarlac, Zambales provinces (Luzon)",,,,,,,,,Kph,,,,,1994,6,23,1994,6,23,2,,23952,,23952,,,,57.9779742380726
1994-0074-PHL,1994,0074,Natural,Meteorological,Storm,Tropical cyclone,,Caitlin (Pasing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Zambales, Metro Manila (Luzon)",,,,,,,,,Kph,,,,,1994,8,2,1994,8,2,11,,14000,,14000,,,,57.9779742380726
1994-0215-PHL,1994,0215,Natural,Meteorological,Storm,Tropical cyclone,,Luke (Weling),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Papoay, San Nicolas, Pasuquin municipalities (locos Norte province), Cagayan province",,,,,,,,,Kph,,,,,1994,9,10,1994,9,10,7,,54674,,54674,,,3900,57.9779742380726
1994-0313-PHL,1994,0313,Natural,Meteorological,Storm,Tropical cyclone,,Oyang,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pinatubo, Luzon",,,,,,,,,Kph,,,,,1994,7,15,1994,7,15,39,,,,,,,1700,57.9779742380726
1994-0756-PHL,1994,0756,Natural,Meteorological,Storm,Tropical cyclone,,Vanessa,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Kalinga-Apayao province,,,,,,,,,Kph,,,,,1994,7,7,1994,7,7,3,,5300,,5300,,,,57.9779742380726
