Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Sat, 07 Nov 2020 14:08:32 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1994-0318-PHL,1994,0318,Technological,Technological,Transport accident,Water,,JQ BavII,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Zamboanga, Cebu",,,,,,,,,,,,,,1994,1,22,1994,1,22,26,,,,,,,,57.9779742380726
1994-0330-PHL,1994,0330,Technological,Technological,Transport accident,Water,,"Ferry ""Flo-Soccour""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, Guiuan",,,,,,,,,,,,,,1994,6,8,1994,6,8,122,,,,,,,,57.9779742380726
1994-0366-PHL,1994,0366,Technological,Technological,Transport accident,Water,,"Cargo ""Kota Suria"" and ferry ""Cebu city""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Baie de Manille, near Rosario",,,,,,,,,,,,,,1994,12,2,1994,12,2,147,,,,,,,,57.9779742380726
1994-0182-PHL,1994,0182,Technological,Technological,Industrial accident,Explosion,,Coal mine,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Malangas (Zamboanga del Sur, Mindanao Isl.)",,,,,,,,,m3,,,,,1994,8,29,1994,8,29,115,80,,,80,,,,57.9779742380726
1994-0168-PHL,1994,0168,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Tarlac, Zambales",,,,Yes,,,,,Km2,,,,,1994,6,22,1994,6,22,50,,757000,17000,774000,,,1650,57.9779742380726
1995-0247-PHL,1995,0247,Natural,Meteorological,Storm,Tropical cyclone,,Sybil (Mameng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Pangasinan, Bulacan, Laguna, Marinduque, Quezon, Barangas, Cavite, Albay, Antique, Cebu, Leyte, Siquijor, Bukidnon provinces and National Capital region",,Flood,"Slide (land, mud, snow, rock)",Yes,No,No,51,120,Kph,,,,,1995,10,9,1995,10,26,184,14,758423,106000,864437,,,38100,59.6044948945252
1995-0199-PHL,1995,0199,Natural,Meteorological,Storm,,,Nina (Helming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Sultan Kudarat provinces",,"Slide (land, mud, snow, rock)",Flood,,No,No,,,Kph,,,,,1995,9,4,1995,9,4,20,,19655,,19655,,,394,59.6044948945252
1995-0209-PHL,1995,0209,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"South Cotabato, Sultan Kudarat (Mindanao)",Heavy rains,"Slide (land, mud, snow, rock)",,,No,No,289,10940,Km2,,,,"Kabulnuan, Alah",1995,9,4,1995,9,15,416,7,24478,,24485,,,700300,59.6044948945252
1995-0272-PHL,1995,0272,Natural,Meteorological,Storm,Tropical cyclone,,Zack (Pepang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Leyte, Samar, Central Visayas, Panays Islands, Palawan",,Flood,,,No,No,,135,Kph,,,,,1995,10,28,1995,11,1,146,55,347998,,348053,,,30000,59.6044948945252
1995-0486-PHL,1995,0486,Natural,Meteorological,Storm,Tropical cyclone,,Karing,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Pampanga, Zambales, Tarlac (Luzon province)",,Flood,,,No,No,,,Kph,,,,,1995,7,29,1995,7,31,,,20000,,20000,,,5000,59.6044948945252
1995-0055-PHL,1995,0055,Natural,Geophysical,Earthquake,Ground movement,,,SigDis,Philippines (the),PHL,South-Eastern Asia,Asia,near Dolores (Samar Isl.),,,,,,,,7,Richter,12.01 N,125.6 E,8:00,,1995,4,21,1995,4,21,,,,,,,,,59.6044948945252
1995-0472-PHL,1995,0472,Natural,Geophysical,Volcanic activity,Ash fall,,Mt Pinatubo,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,Yes,No,No,,,,,,,,1995,7,29,1995,7,30,,,,2500,2500,,,,59.6044948945252
1995-0304-PHL,1995,0304,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagayan, Isabela, Quirino, Nueva Viscaya, Aurora provinces",,,,,,,,,Km2,,,,,1995,12,22,1995,12,22,13,,47700,,47700,,,500,59.6044948945252
1995-0187-PHL,1995,0187,Natural,Meteorological,Storm,Tropical cyclone,,Kent (Gening),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Regions I, II, III, IV, V, Metro Manilla",,,,,,,,157,Kph,,,,,1995,8,28,1995,8,28,6,,195886,,195886,,,,59.6044948945252
1995-0271-PHL,1995,0271,Natural,Meteorological,Storm,Tropical cyclone,,Angela (Rosing),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Visayas, Calauag",,,,Yes,,,3720,250,Kph,,,,,1995,11,3,1995,11,3,882,2369,1597219,,1599588,,,244000,59.6044948945252
1995-0350-PHL,1995,0350,Technological,Technological,Transport accident,Water,,Viva Antipolo Vi,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Lucena,,,,,,,,,,,,,,1995,5,16,1995,5,16,162,,,,,,,,59.6044948945252
1995-0280-PHL,1995,0280,Technological,Technological,Industrial accident,Explosion,,Coal mine,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Southern Bislig Province,,,,,,,,,m3,,,,,1995,11,21,1995,11,21,12,,,,,,,,59.6044948945252
1995-0241-PHL,1995,0241,Technological,Technological,Miscellaneous accident,Fire,,Department store,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cagayan De Oro,,,,,,,,,,,,,,1995,9,27,1995,9,27,14,,,,,,,,59.6044948945252
1995-0161-PHL,1995,0161,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Pampanga Province,,,,,,,,,Km2,,,,,1995,7,29,1995,7,29,,,25000,,25000,,,,59.6044948945252
1995-0282-PHL,1995,0282,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Negros Occidental,,,,,,,,,Km2,,,,,1995,11,28,1995,11,28,18,,,10000,10000,,,,59.6044948945252
1995-0290-PHL,1995,0290,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Albay, Catanduanes, Sorsogon",,,,,,,,,Km2,,,,,1995,12,11,1995,12,11,17,,17500,,17500,,,142,59.6044948945252
1995-0291-PHL,1995,0291,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Davao City,,,,,,,,,Km2,,,,,1995,12,10,1995,12,10,12,,4500,,4500,,,,59.6044948945252
1995-0306-PHL,1995,0306,Natural,Meteorological,Storm,,,Dan (Trining),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan, Surigao, Leyte, Samar",,,,,,,,140,Kph,,,,,1995,12,25,1995,12,25,11,2,229191,,229193,,,,59.6044948945252
1996-0204-PHL,1996,0204,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,South,,,,,,,,,,,,,,1996,9,17,1996,9,17,12,,,,,,,,61.3516297283817
1996-0372-PHL,1996,0372,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Catanduanes (Mindanao),,,,,,,,,,,,,,1996,11,28,1996,11,28,33,8,,,8,,,,61.3516297283817
1996-0108-PHL,1996,0108,Natural,Meteorological,Storm,Tropical cyclone,,Gloria,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Quzeon, Aurora, Quirino, Nueva Vizcaya, Isabela, Cagayan, Batanes, La Union, Ilocos Norte, Ilocos Sur (Luzon Isl.)",,,,,No,No,,140,Kph,,,,,1996,7,15,1996,7,15,26,13,36815,,36828,,,38000,61.3516297283817
1996-0376-PHL,1996,0376,Technological,Technological,Transport accident,Water,,Ferry,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Negros,,,,,,,,,,,,,,1996,2,19,1996,2,19,53,,,,,,,,61.3516297283817
1996-0448-PHL,1996,0448,Technological,Technological,Industrial accident,Chemical spill,,Tailings,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Marinduque,,,,,,,,,m3,,,,,1996,4,,1996,4,,,,2000,,2000,,,,61.3516297283817
1996-0373-PHL,1996,0373,Technological,Technological,Miscellaneous accident,Fire,,Night club,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,,,,,,1996,3,18,1996,3,18,150,,,,,,,,61.3516297283817
1996-0157-PHL,1996,0157,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Del Norte,,,,,,,,,Km2,,,,,1996,6,30,1996,6,30,,,,96000,96000,,,,61.3516297283817
1996-0257-PHL,1996,0257,Natural,Meteorological,Storm,,,Ernie,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cebu, Bocolod",,,,,,,,101,Kph,,,,,1996,11,6,1996,11,6,12,,800,,800,,,4150,61.3516297283817
1997-0203-PHL,1997,0203,Natural,Meteorological,Storm,Tropical cyclone,,Bining,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Manilla, Luzon",,Flood,"Slide (land, mud, snow, rock)",,No,No,,,Kph,,,,,1997,5,24,1997,5,26,30,,309111,,309111,,,2500,62.7858352045064
1997-0567-PHL,1997,0567,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Surigao del Sur, Surigao del NOrte, Agusan del Sur (Mindanao province)",Heavy rain,,,,No,No,,18320,Km2,,,,"Agusan, Tago",1997,3,9,1997,3,13,18,,105000,,105000,,,76,62.7858352045064
1997-0180-PHL,1997,0180,Natural,Meteorological,Storm,Tropical cyclone,,Winnie,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,All country,,,,,No,No,,180,Kph,,,,,1997,8,18,1997,8,19,18,5,53654,,53659,,,5000,62.7858352045064
1997-0252-PHL,1997,0252,Natural,Meteorological,Storm,Tropical cyclone,,Ivan,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Cagayan Prov.,,,,,,,,120,Kph,,,,,1997,10,20,1997,10,20,1,,4000,,4000,,,,62.7858352045064
1997-0229-PHL,1997,0229,Technological,Technological,Transport accident,Rail,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,,,,,,1997,9,22,1997,9,22,7,225,,,225,,,,62.7858352045064
1997-0102-PHL,1997,0102,Technological,Technological,Miscellaneous accident,Fire,,Hotel,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cotabato City,,,,,,,,,,,,,,1997,4,28,1997,4,28,25,9,,,9,,,,62.7858352045064
1998-0296-PHL,1998,0296,Natural,Meteorological,Storm,Tropical cyclone,,Vicky and Todd (Emang and Gading),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",,,,,,,,108,Kph,,,,,1998,9,18,1998,9,18,118,22,1749414,,1749436,,,87038,63.7604552373995
1998-0309-PHL,1998,0309,Natural,Meteorological,Storm,Tropical cyclone,,Zeb (Iliang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Town Of Tabuk Level 2 = Kalinga-Apayao (from GENAME),,,,,No,No,,280,Kph,,,,,1998,10,13,1998,10,18,75,63,1344556,,1344619,,,50000,63.7604552373995
1998-0314-PHL,1998,0314,Natural,Meteorological,Storm,Tropical cyclone,,Babs (Loleng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Albay,,,,Yes,No,No,,235,Kph,,,,,1998,10,21,1998,10,21,332,751,3901673,,3902424,,,71000,63.7604552373995
1998-0028-PHL,1998,0028,Technological,Technological,Transport accident,Air,,McDonnell Douglas DC-9,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao Island,,,,,,,,,,,,,,1998,2,2,1998,2,2,104,,,,,,,3300,63.7604552373995
1998-0173-PHL,1998,0173,Technological,Technological,Miscellaneous accident,Fire,,Hospital,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manila,,,,,,,,,,,,,,1998,5,16,1998,5,16,25,100,,,100,,,3300,63.7604552373995
1998-0404-PHL,1998,0404,Natural,Meteorological,Storm,Tropical cyclone,,Faith (Norming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"E and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte",,,,,No,No,270,150,Kph,,,,,1998,12,11,1998,12,11,69,30,326490,,326520,,,27399,63.7604552373995
1998-0473-PHL,1998,0473,Technological,Technological,Transport accident,Water,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,,,,,,,1998,5,8,1998,5,8,27,,,,,,,,63.7604552373995
1998-0569-PHL,1998,0569,Technological,Technological,Transport accident,Water,,Princess of the Orient,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1998,9,18,1998,9,18,39,,,,,,,,63.7604552373995
1998-0405-PHL,1998,0405,Technological,Technological,Miscellaneous accident,Fire,,Orphelinat,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,,,,,,1998,12,3,1998,12,3,28,,,,,,,,63.7604552373995
1999-0644-PHL,1999,0644,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Luzon (Manila Region),,,,,,,,7,Richter,15.766,119.74,2:03,,1999,12,12,1999,12,12,6,40,150,,190,,,1794,65.1555468615283
1999-0053-PHL,1999,0053,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",,,,,No,No,185,58,Km2,,,,"Kauswagon River, Larapan river",1999,2,20,1999,2,22,34,79,2609,1015,3703,,,6000,65.1555468615283
1999-0253-PHL,1999,0253,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Brief torrential rain,,,Yes,No,No,,,Km2,,,,Pampanga,1999,7,30,1999,8,8,130,32,2096341,3390,2099763,,,18000,65.1555468615283
1999-0608-PHL,1999,0608,Natural,Hydrological,Flood,Flash flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Surigao del Sur Province,,,,,,,,,Km2,,,,,1999,3,,1999,3,,,,,250,250,,,,65.1555468615283
1999-0127-PHL,1999,0127,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,South of Philippines,,,,,,,,,,,,,,1999,4,,1999,4,,19,,,,,,,,65.1555468615283
1999-0172-PHL,1999,0172,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Compostela Valley (Mindanao Isl.),,,,,,,,,,,,,,1999,5,10,1999,5,10,10,10,,35,45,,,,65.1555468615283
1999-0312-PHL,1999,0312,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Nord du pays,,,,,,,,,,,,,,1999,9,13,1999,9,13,13,,,,,,,,65.1555468615283
1999-0732-PHL,1999,0732,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,No,No,,,,,,,,1999,8,4,1999,8,4,58,,,,,,,,65.1555468615283
1999-0390-PHL,1999,0390,Natural,Meteorological,Storm,Tropical cyclone,,Dan (Pepang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",,,,,,,,,Kph,,,,,1999,10,5,1999,10,5,7,22,37200,4711,41933,,,1800,65.1555468615283
1999-0029-PHL,1999,0029,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Baguio,,,,,No,No,,,,,,,,1999,1,20,1999,1,20,22,31,,,31,,,,65.1555468615283
1999-0562-PHL,1999,0562,Technological,Technological,Transport accident,Water,,MV Asia South Korea ferry-boat,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Cebu Isl.,,,,,No,No,,,,,,,,1999,12,23,1999,12,23,41,,,,,,,,65.1555468615283
1999-0607-PHL,1999,0607,Technological,Technological,Transport accident,Water,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manille,,,,,,,,,,,,,,1999,1,19,1999,1,19,13,,,,,,,,65.1555468615283
1999-0281-PHL,1999,0281,Technological,Technological,Miscellaneous accident,Explosion,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Manilla,,,,,,,,,,,,,,1999,8,13,1999,8,13,8,11,,,11,,,,65.1555468615283
1999-0658-PHL,1999,0658,Technological,Technological,Miscellaneous accident,Other,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,,,,,,1999,1,1,1999,1,1,,492,,,492,,,,65.1555468615283
1999-0083-PHL,1999,0083,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Gingoog,,,,,,,,,Km2,,,,,1999,3,2,1999,3,2,,,1300,,1300,,,,65.1555468615283
1999-0723-PHL,1999,0723,Natural,Meteorological,Storm,,,Etang,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Regions II - Batanes,,,,,No,No,,,Kph,,,,,1999,6,1,1999,6,6,,,1601,,1601,,,,65.1555468615283
1999-0724-PHL,1999,0724,Natural,Meteorological,Storm,,,Gening,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Region III - Zambales,,,,,No,No,,,Kph,,,,,1999,6,4,1999,6,6,,,755,380,1135,,,2210,65.1555468615283
1999-0725-PHL,1999,0725,Natural,Meteorological,Storm,,,Ising (Olga),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region III,,,,,No,No,,,Kph,,,,,1999,7,28,1999,8,1,47,2,1245917,,1245919,,,33795,65.1555468615283
1999-0726-PHL,1999,0726,Natural,Meteorological,Storm,,,Luding,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Regions I, II, III and CAR",,,,,No,No,,,Kph,,,,,1999,8,18,1999,8,21,11,23,35222,,35245,,,4007,65.1555468615283
1999-0727-PHL,1999,0727,Natural,Meteorological,Storm,,,Neneng,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Region III,,,,,No,No,,,Kph,,,,,1999,9,10,1999,9,15,1,2,1505,,1507,,,,65.1555468615283
1999-0728-PHL,1999,0728,Natural,Meteorological,Storm,,,Reming,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Regions V, VIII",,,,,No,No,,,Kph,,,,,1999,10,15,1999,10,18,1,,5791,,5791,,,,65.1555468615283
1999-0729-PHL,1999,0729,Natural,Meteorological,Storm,,,Sendang,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Regions V, VI, VII",,,,,No,No,,,Kph,,,,,1999,11,7,1999,11,9,33,7,54152,,54159,,,14675,65.1555468615283
2000-0038-PHL,2000,0038,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan del Sur, Agusan del Norte, Surigao del Sur districts (Region XIII province), Davao Oriental, Davao del Norte, Compostela districts (Region XI province)",Brief torrential rain,"Slide (land, mud, snow, rock)",,,,,,16700,Km2,,,,,2000,1,28,2000,2,1,50,,153885,,153885,,,4080,67.355758979313
2000-0597-PHL,2000,0597,Natural,Hydrological,Flood,Coastal flood,,Maring,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Metropolitan Manila district (NCR province),,Flood,,,,,,,Km2,,,,,2000,9,4,2000,9,5,5,,6508,,6508,,,,67.355758979313
2000-0257-PHL,2000,0257,Natural,Meteorological,Storm,Tropical cyclone,,Biring,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",,Flood,,,,,,,Kph,,,,,2000,5,18,2000,5,18,12,4,235885,,235889,,,1201,67.355758979313
2000-0089-PHL,2000,0089,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Mayon,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Legazpi City area (Albay district, Region V (Bicol region) province)",,,,Yes,,,647,,,13.257,123.685,,,2000,2,24,2000,3,9,,,68426,,68426,,,2214,67.355758979313
2000-0066-PHL,2000,0066,Natural,Hydrological,Flood,Coastal flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Tawi-Tawi district (ARMM province),,,,,,,,3,Km2,,,,,2000,1,22,2000,1,22,,,,5250,5250,,,,67.355758979313
2000-0396-PHL,2000,0396,Natural,Meteorological,Storm,Tropical cyclone,,Kirogi,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,National Capital region (NCR) province,,,,,,,,185,Kph,,,,,2000,7,5,2000,7,5,11,,,120000,120000,,,7500,67.355758979313
2000-0397-PHL,2000,0397,Natural,Meteorological,Storm,Tropical cyclone,,Kai-Tak (Edeng),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Caloocan, Manioma, Quezon cities (Metropolitan Manila district, National Capital region (NCR) province), Mindoro Oriental district (Region IV (Southern Tagalog) province), Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Region I (Ilocos region), Region III (Central Luzon) provinces",,,,,,,29,200,Kph,,,,,2000,7,7,2000,7,7,75,11,1483310,,1483321,,,25763,67.355758979313
2000-0706-PHL,2000,0706,Natural,Meteorological,Storm,Tropical cyclone,,Xangsane (Reming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cavite district (Region IV-A (Calabarzon) province), Sorsogon, Catanduanes, Albay districts (Region V (Bicol region) province), Metropolitan Manila district (National Capital region (NCR) province), Samar districts (Region VIII (Eastern Visayas) province)",,,,,,,,140,Kph,,,,,2000,10,28,2000,10,31,154,314,2435942,,2436256,,1500,17000,67.355758979313
2000-0715-PHL,2000,0715,Natural,Meteorological,Storm,Tropical cyclone,,Bebinca (Seniang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Metropolitan Manila district (National Capital region (NCR) province), Rizal, Laguna districts (Region IV-A (Calabarzon) province), Cagayan, Nueva Vizcaya districts (Region II (Cagayan Valley) province)",,,,,,,,120,Kph,,,,,2000,11,3,2000,11,5,94,,1747872,,1747872,,,31000,67.355758979313
2000-0788-PHL,2000,0788,Natural,Meteorological,Storm,Tropical cyclone,,Rumbia (Toyang),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Autonomous region in Muslim Mindanao (ARMM), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces Central Philippines",,,,,,,,135,Kph,,,,,2000,11,30,2000,12,3,48,26,164067,,164093,,,1000,67.355758979313
2000-0234-PHL,2000,0234,Technological,Technological,Transport accident,Air,,Boeing 737-200,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Davao (Samal Isl.),,,,,,,,,,,,,,2000,4,19,2000,4,19,131,,,,,,,,67.355758979313
2000-0828-PHL,2000,0828,Technological,Technological,Transport accident,Road,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao Isl.,,,,,,,,,,,,,,2000,12,25,2000,12,25,30,22,,,22,,,,67.355758979313
2000-0225-PHL,2000,0225,Technological,Technological,Transport accident,Water,,Motor launch Annahada,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Jolo, Sulu",,,,,,,,,,,,,,2000,4,13,2000,4,13,143,23,,,23,,,,67.355758979313
2000-0608-PHL,2000,0608,Technological,Technological,Transport accident,Water,,"Ferry ""Coco Beach III""",Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Coast Maricaban, Batangas",,,,,,,,,,,,,,2000,9,12,2000,9,12,13,2,,,2,,,,67.355758979313
2000-0911-PHL,2000,0911,Technological,Technological,Transport accident,Water,,Vessel KM Citra Baru,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Wawonii Isl.,,,,,No,No,,,,,,,,2000,5,30,2000,5,30,26,,,,,,,,67.355758979313
2001-0059-PHL,2001,0059,Natural,Hydrological,Flood,Riverine flood,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Silay City area (Negros Occidental district, Region VI province)",Heavy rain,,,,,,,845,Km2,,,,Balugo River and tributaries,2001,1,15,2001,1,15,2,,12000,,12000,,,,69.259339950271
2001-0054-PHL,2001,0054,Natural,Meteorological,Storm,Tropical cyclone,,Auring,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,,,,,45,Kph,,,,,2001,2,17,2001,2,17,55,84,,100000,100084,,,6000,69.259339950271
2001-0614-PHL,2001,0614,Natural,Meteorological,Storm,Tropical cyclone,,Lingling (Nanang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Camiguin, Misamis Oriental districts (Region X (Northern Mindanao) province)",,Flood,"Slide (land, mud, snow, rock)",Yes,,,434,215,Kph,,,,,2001,11,8,2001,11,8,290,147,1060000,,1060147,,,22700,69.259339950271
2001-0758-PHL,2001,0758,Natural,Meteorological,Storm,Tropical cyclone,,Kajiki (Quedan),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Cebu district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2001,12,5,2001,12,7,6,8,54832,,54840,,,96,69.259339950271
